"filename", "language", "Python", "Typst", "comment", "blank", "total"
"/home/vincent/typ2tex/.pandoc/temp.typ", "Typst", 0, 1, 0, 1, 2
"/home/vincent/typ2tex/convert.py", "Python", 50, 0, 0, 10, 60
"/home/vincent/typ2tex/main.py", "Python", 149, 0, 0, 32, 181
"/home/vincent/typ2tex/test_convert.py", "Python", 15, 0, 0, 3, 18
"Total", "-", 214, 1, 0, 46, 261
