"filename", "language", "Python", "comment", "blank", "total"
"/home/vincent/typ2tex/test/test_chat.py", "Python", 12, 0, 5, 17
"/home/vincent/typ2tex/test/test_convert.py", "Python", 22, 0, 8, 30
"/home/vincent/typ2tex/test/test_main.py", "Python", 53, 0, 11, 64
"Total", "-", 87, 0, 24, 111
