"filename", "language", "Python", "comment", "blank", "total"
"/home/vincent/typ2tex/chat.py", "Python", 9, 0, 2, 11
"/home/vincent/typ2tex/convert.py", "Python", 57, 0, 19, 76
"/home/vincent/typ2tex/main.py", "Python", 56, 0, 12, 68
"Total", "-", 122, 0, 33, 155
